total ion current	scan time	filter string	id	base peak intensity	ms level	charge state	charge	mz
37478.5195312	11.9090333333	ITMS + c NSI d Full ms2 674.27@cid35.00 [175.00-1360.00]	1027	4921.24169922	2.0	2.0	2	674.26812744140625
15015.3818359	11.9134033333	ITMS + c NSI d Full ms2 805.84@cid35.00 [210.00-1625.00]	1028	1463.0222168	2.0	2.0	2	805.83502197265625
14485.2099609	11.9178783333	ITMS + c NSI d Full ms2 692.82@cid35.00 [180.00-1400.00]	1029	3583.36303711	2.0	2.0	2	692.8187255859375
22653.2890625	11.9223116667	ITMS + c NSI d Full ms2 492.60@cid35.00 [125.00-1490.00]	1030	1571.42529297	2.0	3.0	3	492.26678466796875
5536642.0	11.9264966667	FTMS + p NSI Full ms [335.00-1800.00]	1031	294732.53125	1.0	N/A	N/A	N/A
87267.3828125	11.9339116667	ITMS + c NSI d Full ms2 449.85@cid35.00 [110.00-1360.00]	1032	4940.34423828	2.0	3.0	3	449.848388671875
26543.0488281	11.93765	ITMS + c NSI d Full ms2 421.25@cid35.00 [105.00-855.00]	1033	3159.67993164	2.0	2.0	2	421.24850463867187
24908.7851562	11.9418566667	ITMS + c NSI d Full ms2 437.25@cid35.00 [110.00-885.00]	1034	3539.00537109	2.0	2.0	2	437.24700927734375
14654.0966797	11.94598	ITMS + c NSI d Full ms2 813.95@cid35.00 [210.00-1640.00]	1035	1000.99249268	2.0	2.0	2	813.9483642578125
38421.1367188	11.9504916667	ITMS + c NSI d Full ms2 579.61@cid35.00 [145.00-1750.00]	1036	2446.28320312	2.0	3.0	3	579.26873779296875
16916.2382812	11.9550616667	ITMS + c NSI d Full ms2 718.31@cid35.00 [185.00-2000.00]	1037	587.820983887	2.0	4.0	4	718.0576171875
20915.7246094	11.9598033333	ITMS + c NSI d Full ms2 416.72@cid35.00 [100.00-845.00]	1038	2679.01171875	2.0	2.0	2	416.72201538085937
20049.8046875	11.9640616667	ITMS + c NSI d Full ms2 388.21@cid35.00 [95.00-1175.00]	1039	1111.03686523	2.0	3.0	3	388.21170043945312
6400590.5	11.9681083333	FTMS + p NSI Full ms [335.00-1800.00]	1040	327984.9375	1.0	N/A	N/A	N/A
27555.0605469	11.9751783333	ITMS + c NSI d Full ms2 570.26@cid35.00 [145.00-1155.00]	1041	3300.06982422	2.0	2.0	2	570.2578125
9398.50292969	11.979475	ITMS + c NSI d Full ms2 622.78@cid35.00 [160.00-1260.00]	1042	802.876342773	2.0	2.0	2	622.779296875
6018545.5	11.9837533333	FTMS + p NSI Full ms [335.00-1800.00]	1043	360095.28125	1.0	N/A	N/A	N/A
28601.5292969	11.9910033333	ITMS + c NSI d Full ms2 361.68@cid35.00 [85.00-735.00]	1044	6541.57080078	2.0	2.0	2	361.678955078125
34110.03125	11.995135	ITMS + c NSI d Full ms2 536.75@cid35.00 [135.00-1085.00]	1045	4265.69482422	2.0	2.0	2	536.7532958984375
14975.0976562	11.999375	ITMS + c NSI d Full ms2 792.36@cid35.00 [205.00-1595.00]	1046	969.151672363	2.0	2.0	2	792.35699462890625
6225777.5	12.0037866667	FTMS + p NSI Full ms [335.00-1800.00]	1047	505052.78125	1.0	N/A	N/A	N/A
191181.71875	12.0111166667	ITMS + c NSI d Full ms2 446.23@cid35.00 [110.00-905.00]	1048	34652.8945312	2.0	2.0	2	446.23074340820312
81020.9453125	12.01317	ITMS + c NSI d Full ms2 794.85@cid35.00 [205.00-1600.00]	1049	7375.05078125	2.0	2.0	2	794.84503173828125
40324.484375	12.0160133333	ITMS + c NSI d Full ms2 454.90@cid35.00 [115.00-1375.00]	1050	9336.48339844	2.0	3.0	3	454.90200805664062
38277.7109375	12.0204516667	ITMS + c NSI d Full ms2 463.76@cid35.00 [115.00-940.00]	1051	1981.81530762	2.0	2.0	2	463.75537109375
19712.8632812	12.0246683333	ITMS + c NSI d Full ms2 581.81@cid35.00 [150.00-1175.00]	1052	1401.20947266	2.0	2.0	2	581.81488037109375
17849.4765625	12.029015	ITMS + c NSI d Full ms2 401.71@cid35.00 [100.00-815.00]	1053	2300.92333984	2.0	2.0	2	401.70980834960937
6967772.5	12.0329866667	FTMS + p NSI Full ms [335.00-1800.00]	1054	804306.125	1.0	N/A	N/A	N/A
162704.203125	12.0401833333	ITMS + c NSI d Full ms2 457.78@cid35.00 [115.00-930.00]	1055	39136.125	2.0	2.0	2	457.77999877929687
82050.7890625	12.0424533333	ITMS + c NSI d Full ms2 365.23@cid35.00 [90.00-745.00]	1056	34155.7382812	2.0	2.0	2	365.23468017578125
46977.1289062	12.0448416667	ITMS + c NSI d Full ms2 514.75@cid35.00 [130.00-1040.00]	1057	12448.1689453	2.0	2.0	2	514.7481689453125
33123.4960938	12.0475966667	ITMS + c NSI d Full ms2 496.28@cid35.00 [125.00-1005.00]	1058	2086.06787109	2.0	2.0	2	496.28204345703125
21141.4375	12.0517966667	ITMS + c NSI d Full ms2 476.68@cid35.00 [120.00-965.00]	1059	5012.30175781	2.0	2.0	2	476.6817626953125
21042.6054688	12.0559833333	ITMS + c NSI d Full ms2 681.85@cid35.00 [175.00-1375.00]	1060	1833.71081543	2.0	2.0	2	681.8489990234375
7400315.0	12.0601733333	FTMS + p NSI Full ms [335.00-1800.00]	1061	1018710.9375	1.0	N/A	N/A	N/A
385864.78125	12.067515	ITMS + c NSI d Full ms2 342.71@cid35.00 [80.00-700.00]	1062	67275.5	2.0	2.0	2	342.70565795898437
157080.078125	12.06929	ITMS + c NSI d Full ms2 525.76@cid35.00 [130.00-1065.00]	1063	18303.2578125	2.0	2.0	2	525.76239013671875
51126.0390625	12.0715	ITMS + c NSI d Full ms2 398.70@cid35.00 [95.00-810.00]	1064	8303.34765625	2.0	2.0	2	398.7025146484375
35790.65625	12.0750216667	ITMS + c NSI d Full ms2 950.05@cid35.00 [250.00-2000.00]	1065	1912.16003418	2.0	3.0	3	949.71533203125
37242.8476562	12.07915	ITMS + c NSI d Full ms2 408.24@cid35.00 [100.00-830.00]	1066	3146.36108398	2.0	2.0	2	408.23977661132812
27486.8457031	12.0832983333	ITMS + c NSI d Full ms2 572.27@cid35.00 [145.00-1155.00]	1067	3360.87158203	2.0	2.0	2	572.27056884765625
17166.390625	12.0876933333	ITMS + c NSI d Full ms2 345.20@cid35.00 [85.00-705.00]	1068	1634.58032227	2.0	2.0	2	345.19631958007812
6523386.5	12.0915483333	FTMS + p NSI Full ms [335.00-1800.00]	1069	1017871.0625	1.0	N/A	N/A	N/A
179856.6875	12.0989683333	ITMS + c NSI d Full ms2 449.56@cid35.00 [110.00-1360.00]	1070	23113.6367188	2.0	3.0	3	449.56005859375
16752.8144531	12.101755	ITMS + c NSI d Full ms2 376.23@cid35.00 [90.00-765.00]	1071	3697.68359375	2.0	2.0	2	376.22634887695312
11865.8408203	12.10585	ITMS + c NSI d Full ms2 661.86@cid35.00 [170.00-1335.00]	1072	1024.65661621	2.0	2.0	2	661.85662841796875
7138164.0	12.1101233333	FTMS + p NSI Full ms [335.00-1800.00]	1073	1112097.75	1.0	N/A	N/A	N/A
201486.765625	12.117325	ITMS + c NSI d Full ms2 673.84@cid35.00 [175.00-1360.00]	1074	36021.0898438	2.0	2.0	2	673.83685302734375
36094.8164062	12.1198133333	ITMS + c NSI d Full ms2 505.19@cid35.00 [125.00-1025.00]	1075	8763.57226562	2.0	2.0	2	505.19305419921875
34322.7226562	12.1240766667	ITMS + c NSI d Full ms2 441.57@cid35.00 [110.00-1335.00]	1076	5456.68603516	2.0	3.0	3	441.573974609375
31304.7167969	12.1285166667	ITMS + c NSI d Full ms2 435.90@cid35.00 [110.00-1320.00]	1077	11312.3183594	2.0	3.0	3	435.89651489257812
18971.5742188	12.1328966667	ITMS + c NSI d Full ms2 568.26@cid35.00 [145.00-1150.00]	1078	3300.75878906	2.0	2.0	2	568.25701904296875
7024087.0	12.1370566667	FTMS + p NSI Full ms [335.00-1800.00]	1079	967217.9375	1.0	N/A	N/A	N/A
52746.0390625	12.1440933333	ITMS + c NSI d Full ms2 506.23@cid35.00 [125.00-1025.00]	1080	10462.6767578	2.0	2.0	2	506.23159790039062
28412.7207031	12.1481	ITMS + c NSI d Full ms2 543.26@cid35.00 [135.00-1100.00]	1081	2257.37109375	2.0	2.0	2	543.2596435546875
16260.7050781	12.152345	ITMS + c NSI d Full ms2 653.34@cid35.00 [165.00-1320.00]	1082	1758.20361328	2.0	2.0	2	653.3385009765625
6902225.0	12.15662	FTMS + p NSI Full ms [335.00-1800.00]	1083	890796.25	1.0	N/A	N/A	N/A
564907.125	12.1639216667	ITMS + c NSI d Full ms2 379.73@cid35.00 [90.00-770.00]	1084	144184.046875	2.0	2.0	2	379.72943115234375
85015.9921875	12.1656383333	ITMS + c NSI d Full ms2 467.77@cid35.00 [115.00-950.00]	1085	10647.4609375	2.0	2.0	2	467.7711181640625
40751.6210938	12.1679883333	ITMS + c NSI d Full ms2 684.83@cid35.00 [175.00-1380.00]	1086	2596.515625	2.0	2.0	2	684.82635498046875
19420.0976562	12.172445	ITMS + c NSI d Full ms2 528.74@cid35.00 [135.00-1070.00]	1087	7896.79492188	2.0	2.0	2	528.73638916015625
23412.8417969	12.1766883333	ITMS + c NSI d Full ms2 692.81@cid35.00 [180.00-1400.00]	1088	4306.0546875	2.0	2.0	2	692.807861328125
20380.0273438	12.1811066667	ITMS + c NSI d Full ms2 476.22@cid35.00 [120.00-965.00]	1089	2569.50732422	2.0	2.0	2	476.22293090820312
27279.0957031	12.1853216667	ITMS + c NSI d Full ms2 550.63@cid35.00 [140.00-1665.00]	1090	2355.7746582	2.0	3.0	3	550.300537109375
7854.92041016	12.1898483333	ITMS + c NSI d Full ms2 624.30@cid35.00 [160.00-1260.00]	1091	605.994140625	2.0	2.0	2	624.3038330078125
24966.9140625	12.194235	ITMS + c NSI d Full ms2 473.25@cid35.00 [120.00-960.00]	1092	885.092651367	2.0	2.0	2	473.252685546875
25744.3105469	12.1984683333	ITMS + c NSI d Full ms2 490.22@cid35.00 [120.00-995.00]	1093	3079.32666016	2.0	2.0	2	490.21774291992187
6526693.0	12.2023383333	FTMS + p NSI Full ms [335.00-1800.00]	1094	594808.6875	1.0	N/A	N/A	N/A
346675.53125	12.2096083333	ITMS + c NSI d Full ms2 367.21@cid35.00 [90.00-745.00]	1095	188810.375	2.0	2.0	2	367.21383666992187
52450.8671875	12.2114966667	ITMS + c NSI d Full ms2 453.24@cid35.00 [110.00-920.00]	1096	3707.48388672	2.0	2.0	2	453.239013671875
38551.7304688	12.2150083333	ITMS + c NSI d Full ms2 358.21@cid35.00 [85.00-730.00]	1097	6530.75927734	2.0	2.0	2	358.20855712890625
43964.46875	12.2191433333	ITMS + c NSI d Full ms2 462.21@cid35.00 [115.00-1400.00]	1098	5344.703125	2.0	3.0	3	462.20913696289062
28480.0644531	12.223615	ITMS + c NSI d Full ms2 409.72@cid35.00 [100.00-830.00]	1099	5284.96435547	2.0	2.0	2	409.7161865234375
41685.03125	12.2277616667	ITMS + c NSI d Full ms2 541.25@cid35.00 [135.00-1095.00]	1100	7751.9609375	2.0	2.0	2	541.25177001953125
22232.7871094	12.23207	ITMS + c NSI d Full ms2 406.75@cid35.00 [100.00-825.00]	1101	2435.50195312	2.0	2.0	2	406.75347900390625
6906910.0	12.2360933333	FTMS + p NSI Full ms [335.00-1800.00]	1102	462425.78125	1.0	N/A	N/A	N/A
61795.0	12.2431933333	ITMS + c NSI d Full ms2 466.76@cid35.00 [115.00-945.00]	1103	6704.67724609	2.0	2.0	2	466.75604248046875
54217.0898438	12.24621	ITMS + c NSI d Full ms2 477.72@cid35.00 [120.00-970.00]	1104	10009.8457031	2.0	2.0	2	477.7208251953125
38141.6953125	12.2502933333	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-765.00]	1105	6699.78808594	2.0	2.0	2	376.20782470703125
44345.125	12.2544233333	ITMS + c NSI d Full ms2 589.62@cid35.00 [150.00-1780.00]	1106	2491.62573242	2.0	3.0	3	589.28643798828125
24810.9726562	12.259	ITMS + c NSI d Full ms2 709.83@cid35.00 [185.00-1430.00]	1107	2659.70263672	2.0	2.0	2	709.322998046875
22599.8242188	12.2634316667	ITMS + c NSI d Full ms2 604.31@cid35.00 [155.00-1220.00]	1108	1323.10070801	2.0	2.0	2	604.30572509765625
5717732.0	12.26755	FTMS + p NSI Full ms [335.00-1800.00]	1109	308651.4375	1.0	N/A	N/A	N/A
36686.03125	12.2748633333	ITMS + c NSI d Full ms2 474.78@cid35.00 [120.00-960.00]	1110	4730.46875	2.0	2.0	2	474.77923583984375
20432.03125	12.2791283333	ITMS + c NSI d Full ms2 510.30@cid35.00 [130.00-1035.00]	1111	1933.80285645	2.0	2.0	2	510.29818725585937
10709.765625	12.28334	ITMS + c NSI d Full ms2 613.32@cid35.00 [155.00-1240.00]	1112	691.875549316	2.0	2.0	2	613.31591796875
6015355.0	12.287575	FTMS + p NSI Full ms [335.00-1800.00]	1113	270464.90625	1.0	N/A	N/A	N/A
31364.0644531	12.29487	ITMS + c NSI d Full ms2 593.26@cid35.00 [150.00-1200.00]	1114	7079.90673828	2.0	2.0	2	593.263916015625
27030.5859375	12.2990783333	ITMS + c NSI d Full ms2 549.75@cid35.00 [140.00-1110.00]	1115	3786.70751953	2.0	2.0	2	549.7471923828125
36698.84375	12.3033383333	ITMS + c NSI d Full ms2 568.29@cid35.00 [145.00-1150.00]	1116	6189.11669922	2.0	2.0	2	568.28704833984375
20073.4589844	12.3076116667	ITMS + c NSI d Full ms2 564.75@cid35.00 [145.00-1140.00]	1117	2384.15405273	2.0	2.0	2	564.75341796875
14342.8681641	12.31189	ITMS + c NSI d Full ms2 514.75@cid35.00 [130.00-1040.00]	1118	1597.95336914	2.0	2.0	2	514.74761962890625
21014.5898438	12.3161616667	ITMS + c NSI d Full ms2 538.81@cid35.00 [135.00-1090.00]	1119	1203.28710938	2.0	2.0	2	538.8134765625
22649.9609375	12.3204433333	ITMS + c NSI d Full ms2 552.24@cid35.00 [140.00-1115.00]	1120	7627.61035156	2.0	2.0	2	552.24200439453125
5570205.5	12.324475	FTMS + p NSI Full ms [335.00-1800.00]	1121	206451.375	1.0	N/A	N/A	N/A
51136.6289062	12.33223	ITMS + c NSI d Full ms2 342.71@cid35.00 [80.00-700.00]	1122	6129.19238281	2.0	2.0	2	342.7056884765625
52655.7421875	12.3356533333	ITMS + c NSI d Full ms2 461.71@cid35.00 [115.00-935.00]	1123	7754.02783203	2.0	2.0	2	461.70867919921875
26923.9726562	12.33949	ITMS + c NSI d Full ms2 525.76@cid35.00 [130.00-1065.00]	1124	2371.08276367	2.0	2.0	2	525.7626953125
29083.984375	12.3438516667	ITMS + c NSI d Full ms2 402.21@cid35.00 [100.00-1620.00]	1125	3314.22460938	2.0	4.0	4	402.21469116210937
31405.1484375	12.3484233333	ITMS + c NSI d Full ms2 464.23@cid35.00 [115.00-940.00]	1126	4817.45849609	2.0	2.0	2	464.2294921875
23984.5117188	12.352645	ITMS + c NSI d Full ms2 572.27@cid35.00 [145.00-1155.00]	1127	2025.18579102	2.0	2.0	2	572.2728271484375
30402.7011719	12.3569583333	ITMS + c NSI d Full ms2 496.28@cid35.00 [125.00-1005.00]	1128	2203.0456543	2.0	2.0	2	496.28277587890625
5522348.0	12.3609433333	FTMS + p NSI Full ms [335.00-1800.00]	1129	222383.90625	1.0	N/A	N/A	N/A
90921.65625	12.3683733333	ITMS + c NSI d Full ms2 449.56@cid35.00 [110.00-1360.00]	1130	14941.3339844	2.0	3.0	3	449.56039428710937
42691.6132812	12.3709483333	ITMS + c NSI d Full ms2 535.95@cid35.00 [135.00-1620.00]	1131	9677.76757812	2.0	3.0	3	535.949462890625
28308.3886719	12.374935	ITMS + c NSI d Full ms2 546.74@cid35.00 [140.00-1105.00]	1132	2957.00390625	2.0	2.0	2	546.73809814453125
18204.3300781	12.379245	ITMS + c NSI d Full ms2 395.72@cid35.00 [95.00-805.00]	1133	4176.33203125	2.0	2.0	2	395.72433471679687
4890199.5	12.3832516667	FTMS + p NSI Full ms [335.00-1800.00]	1134	203653.625	1.0	N/A	N/A	N/A
82248.1484375	12.390885	ITMS + c NSI d Full ms2 673.84@cid35.00 [175.00-1360.00]	1135	14828.5976562	2.0	2.0	2	673.83660888671875
24473.015625	12.3939833333	ITMS + c NSI d Full ms2 485.73@cid35.00 [120.00-985.00]	1136	4624.73388672	2.0	2.0	2	485.72967529296875
33735.9921875	12.398255	ITMS + c NSI d Full ms2 481.79@cid35.00 [120.00-975.00]	1137	1904.91210938	2.0	2.0	2	481.78753662109375
11058.4560547	12.402425	ITMS + c NSI d Full ms2 867.86@cid35.00 [225.00-1750.00]	1138	465.646942139	2.0	2.0	2	867.8583984375
5111550.5	12.406935	FTMS + p NSI Full ms [335.00-1800.00]	1139	195730.65625	1.0	N/A	N/A	N/A
46254.984375	12.4145166667	ITMS + c NSI d Full ms2 340.53@cid35.00 [80.00-1035.00]	1140	6839.37744141	2.0	3.0	3	340.53472900390625
35082.484375	12.418075	ITMS + c NSI d Full ms2 506.23@cid35.00 [125.00-1025.00]	1141	7579.13037109	2.0	2.0	2	506.23129272460937
25544.2207031	12.4222916667	ITMS + c NSI d Full ms2 615.92@cid35.00 [155.00-1860.00]	1142	2419.25976562	2.0	3.0	3	615.58941650390625
4760588.0	12.4269116667	FTMS + p NSI Full ms [335.00-1800.00]	1143	168144.40625	1.0	N/A	N/A	N/A
90969.625	12.4343016667	ITMS + c NSI d Full ms2 379.73@cid35.00 [90.00-770.00]	1144	17166.5507812	2.0	2.0	2	379.7296142578125
41530.5234375	12.4366283333	ITMS + c NSI d Full ms2 490.22@cid35.00 [120.00-995.00]	1145	6964.55664062	2.0	2.0	2	490.2186279296875
33534.7148438	12.44073	ITMS + c NSI d Full ms2 404.66@cid35.00 [100.00-820.00]	1146	3407.74121094	2.0	2.0	2	404.65628051757812
13858.0693359	12.44487	ITMS + c NSI d Full ms2 528.74@cid35.00 [135.00-1070.00]	1147	1855.57434082	2.0	2.0	2	528.73663330078125
4368764.0	12.4489933333	FTMS + p NSI Full ms [335.00-1800.00]	1148	137798.0	1.0	N/A	N/A	N/A
21761.8691406	12.4563266667	ITMS + c NSI d Full ms2 588.26@cid35.00 [150.00-1190.00]	1149	1875.8001709	2.0	2.0	2	588.26153564453125
24292.3378906	12.4607233333	ITMS + c NSI d Full ms2 436.89@cid35.00 [110.00-1325.00]	1150	1689.71899414	2.0	3.0	3	436.89047241210937
4197105.0	12.465055	FTMS + p NSI Full ms [335.00-1800.00]	1151	146521.828125	1.0	N/A	N/A	N/A
157996.328125	12.4724416667	ITMS + c NSI d Full ms2 541.25@cid35.00 [135.00-1095.00]	1152	32717.6914062	2.0	2.0	2	541.2509765625
82421.9140625	12.4746783333	ITMS + c NSI d Full ms2 453.24@cid35.00 [110.00-920.00]	1153	5173.81396484	2.0	2.0	2	453.23849487304687
31100.9140625	12.4770333333	ITMS + c NSI d Full ms2 396.89@cid35.00 [95.00-1205.00]	1154	4732.05810547	2.0	3.0	3	396.89129638671875
20357.4140625	12.4814166667	ITMS + c NSI d Full ms2 416.20@cid35.00 [100.00-845.00]	1155	2160.22216797	2.0	2.0	2	416.19927978515625
4292457.5	12.4854716667	FTMS + p NSI Full ms [335.00-1800.00]	1156	140309.40625	1.0	N/A	N/A	N/A
19426.8925781	12.4926833333	ITMS + c NSI d Full ms2 575.24@cid35.00 [145.00-1165.00]	1157	1537.78881836	2.0	2.0	2	575.23516845703125
4424420.0	12.4970216667	FTMS + p NSI Full ms [335.00-1800.00]	1158	144941.484375	1.0	N/A	N/A	N/A
80018.3359375	12.5073183333	ITMS + c NSI d Full ms2 466.76@cid35.00 [115.00-945.00]	1159	10782.0292969	2.0	2.0	2	466.75592041015625
29054.8242188	12.509725	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-765.00]	1160	3946.96728516	2.0	2.0	2	376.20852661132812
29722.3125	12.5138916667	ITMS + c NSI d Full ms2 495.78@cid35.00 [125.00-1005.00]	1161	7903.39941406	2.0	2.0	2	495.78451538085937
4400034.5	12.5180233333	FTMS + p NSI Full ms [335.00-1800.00]	1162	161386.203125	1.0	N/A	N/A	N/A
22433.9042969	12.5251816667	ITMS + c NSI d Full ms2 581.28@cid35.00 [150.00-1755.00]	1163	1505.96276855	2.0	3.0	3	580.9427490234375
19485.7480469	12.5298216667	ITMS + c NSI d Full ms2 471.27@cid35.00 [115.00-955.00]	1164	1463.78979492	2.0	2.0	2	471.26837158203125
12502.4492188	12.534065	ITMS + c NSI d Full ms2 709.33@cid35.00 [185.00-1430.00]	1165	895.777893066	2.0	2.0	2	709.325439453125
18346.6816406	12.5384966667	ITMS + c NSI d Full ms2 492.78@cid35.00 [125.00-1000.00]	1166	1240.03417969	2.0	2.0	2	492.78009033203125
5098354.0	12.5425866667	FTMS + p NSI Full ms [335.00-1800.00]	1167	406687.90625	1.0	N/A	N/A	N/A
26404.2695312	12.549635	ITMS + c NSI d Full ms2 510.30@cid35.00 [130.00-1035.00]	1168	2468.99267578	2.0	2.0	2	510.2979736328125
40150.3554688	12.5539366667	ITMS + c NSI d Full ms2 425.76@cid35.00 [105.00-865.00]	1169	5434.27490234	2.0	2.0	2	425.76126098632812
34080.4960938	12.5581266667	ITMS + c NSI d Full ms2 474.78@cid35.00 [120.00-960.00]	1170	4936.03271484	2.0	2.0	2	474.780517578125
20740.7480469	12.5623533333	ITMS + c NSI d Full ms2 564.75@cid35.00 [145.00-1140.00]	1171	3211.11816406	2.0	2.0	2	564.75341796875
33547.1914062	12.5666216667	ITMS + c NSI d Full ms2 575.30@cid35.00 [145.00-1165.00]	1172	5474.73486328	2.0	2.0	2	575.2978515625
26471.1777344	12.5709683333	ITMS + c NSI d Full ms2 477.72@cid35.00 [120.00-970.00]	1173	2453.91748047	2.0	2.0	2	477.7220458984375
5768481.5	12.575065	FTMS + p NSI Full ms [335.00-1800.00]	1174	800267.125	1.0	N/A	N/A	N/A
28712.4082031	12.5819833333	ITMS + c NSI d Full ms2 578.30@cid35.00 [145.00-1745.00]	1175	3709.65185547	2.0	3.0	3	577.96148681640625
16706.4667969	12.5865716667	ITMS + c NSI d Full ms2 650.78@cid35.00 [165.00-1315.00]	1176	2824.60327148	2.0	2.0	2	650.77813720703125
7148.03369141	12.5908883333	ITMS + c NSI d Full ms2 867.86@cid35.00 [225.00-1750.00]	1177	317.665557861	2.0	2.0	2	867.35638427734375
6984996.0	12.5953733333	FTMS + p NSI Full ms [335.00-1800.00]	1178	1241194.5	1.0	N/A	N/A	N/A
32175.9746094	12.60202	ITMS + c NSI d Full ms2 339.70@cid35.00 [80.00-690.00]	1179	10628.4853516	2.0	2.0	2	339.7001953125
8441.84472656	12.6061366667	ITMS + c NSI d Full ms2 622.77@cid35.00 [160.00-1260.00]	1180	492.671966553	2.0	2.0	2	622.265869140625
7451556.5	12.61042	FTMS + p NSI Full ms [335.00-1800.00]	1181	1438404.625	1.0	N/A	N/A	N/A
41998.7617188	12.616985	ITMS + c NSI d Full ms2 433.20@cid35.00 [105.00-880.00]	1182	3666.25439453	2.0	2.0	2	433.1998291015625
15410.4023438	12.6211783333	ITMS + c NSI d Full ms2 599.78@cid35.00 [155.00-1210.00]	1183	2251.10986328	2.0	2.0	2	599.77587890625
17730.0117188	12.6255633333	ITMS + c NSI d Full ms2 361.20@cid35.00 [85.00-735.00]	1184	2143.21533203	2.0	2.0	2	361.19747924804687
7947112.0	12.6295783333	FTMS + p NSI Full ms [335.00-1800.00]	1185	1717112.125	1.0	N/A	N/A	N/A
10119096.0	12.63606	FTMS + p NSI Full ms [335.00-1800.00]	1186	2303325.5	1.0	N/A	N/A	N/A
71729.734375	12.6505183333	ITMS + c NSI d Full ms2 481.79@cid35.00 [120.00-975.00]	1187	10890.3330078	2.0	2.0	2	481.78726196289062
23972.0273438	12.6532583333	ITMS + c NSI d Full ms2 439.72@cid35.00 [110.00-890.00]	1188	4550.96289062	2.0	2.0	2	439.71502685546875
12306.6845703	12.657405	ITMS + c NSI d Full ms2 612.86@cid35.00 [155.00-1240.00]	1189	1682.34008789	2.0	2.0	2	612.85699462890625
19441.3710938	12.6617366667	ITMS + c NSI d Full ms2 526.32@cid35.00 [130.00-1065.00]	1190	1758.1204834	2.0	2.0	2	526.3162841796875
10615847.0	12.665885	FTMS + p NSI Full ms [335.00-1800.00]	1191	2523099.0	1.0	N/A	N/A	N/A
47103.4648438	12.67231	ITMS + c NSI d Full ms2 454.27@cid35.00 [115.00-920.00]	1192	3756.87255859	2.0	2.0	2	454.2711181640625
33760.6875	12.676525	ITMS + c NSI d Full ms2 534.30@cid35.00 [135.00-1080.00]	1193	9005.32714844	2.0	2.0	2	534.30377197265625
12884871.0	12.6807366667	FTMS + p NSI Full ms [335.00-1800.00]	1194	3101983.75	1.0	N/A	N/A	N/A
19965.0175781	12.6871816667	ITMS + c NSI d Full ms2 602.29@cid35.00 [155.00-1215.00]	1195	5958.27880859	2.0	2.0	2	602.29180908203125
27805.9570312	12.691565	ITMS + c NSI d Full ms2 449.56@cid35.00 [110.00-1360.00]	1196	2727.45703125	2.0	3.0	3	449.5601806640625
30191.203125	12.6960416667	ITMS + c NSI d Full ms2 362.68@cid35.00 [85.00-740.00]	1197	3189.22851562	2.0	2.0	2	362.67645263671875
41009.5273438	12.7002366667	ITMS + c NSI d Full ms2 408.91@cid35.00 [100.00-1240.00]	1198	11375.2216797	2.0	3.0	3	408.9061279296875
8072.30761719	12.7045683333	ITMS + c NSI d Full ms2 738.27@cid35.00 [190.00-1490.00]	1199	400.058868408	2.0	2.0	2	738.2666015625
11893915.0	12.7088383333	FTMS + p NSI Full ms [335.00-1800.00]	1200	2884723.75	1.0	N/A	N/A	N/A
21366.7734375	12.71523	ITMS + c NSI d Full ms2 621.26@cid35.00 [160.00-1875.00]	1201	779.36126709	2.0	3.0	3	620.927978515625
32356.3476562	12.7199183333	ITMS + c NSI d Full ms2 554.60@cid35.00 [140.00-1675.00]	1202	2472.00073242	2.0	3.0	3	554.6009521484375
12802893.0	12.72444	FTMS + p NSI Full ms [335.00-1800.00]	1203	3169511.0	1.0	N/A	N/A	N/A
27730.5996094	12.7308266667	ITMS + c NSI d Full ms2 379.73@cid35.00 [90.00-770.00]	1204	4251.50585938	2.0	2.0	2	379.72964477539062
25968.0195312	12.7347066667	ITMS + c NSI d Full ms2 453.24@cid35.00 [110.00-920.00]	1205	1825.7722168	2.0	2.0	2	453.23898315429687
24502.8808594	12.73894	ITMS + c NSI d Full ms2 417.25@cid35.00 [100.00-845.00]	1206	1279.67028809	2.0	2.0	2	417.2474365234375
12856874.0	12.74313	FTMS + p NSI Full ms [335.00-1800.00]	1207	3183882.5	1.0	N/A	N/A	N/A
54588.0742188	12.7495266667	ITMS + c NSI d Full ms2 553.77@cid35.00 [140.00-1120.00]	1208	5532.74023438	2.0	2.0	2	553.76751708984375
23993.3769531	12.753835	ITMS + c NSI d Full ms2 541.25@cid35.00 [135.00-1095.00]	1209	3900.45410156	2.0	2.0	2	541.25146484375
28502.1894531	12.7581283333	ITMS + c NSI d Full ms2 629.78@cid35.00 [160.00-1270.00]	1210	4264.30126953	2.0	2.0	2	629.779052734375
10589.3691406	12.7624466667	ITMS + c NSI d Full ms2 670.28@cid35.00 [170.00-1355.00]	1211	707.792419434	2.0	2.0	2	670.27813720703125
13830169.0	12.7667033333	FTMS + p NSI Full ms [335.00-1800.00]	1212	3488165.25	1.0	N/A	N/A	N/A
24994.0292969	12.773095	ITMS + c NSI d Full ms2 464.78@cid35.00 [115.00-940.00]	1213	3274.44140625	2.0	2.0	2	464.77703857421875
35043.9257812	12.7773116667	ITMS + c NSI d Full ms2 558.75@cid35.00 [140.00-1130.00]	1214	8160.54199219	2.0	2.0	2	558.75152587890625
